,address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,rand
1759,"Rua Dener Cunha Peixoto, 11 ",,1,207744.0,--,29, Buritis, Belo Horizonte ,-19.9798188,-43.9749058,0.2904295789284489
1760,"Rua Sergipe, 1034 ",,2,807242.0,--,186, Funcionários, Belo Horizonte ,-19.9276923,-43.9354354,0.532024693996196
1761,"Rua Campestre, 40 ",800.0,2,691568.0,3,80, Sagrada Família, Belo Horizonte ,-19.910294,-43.9229806,0.17234463566938252
1762,"Rua Henrique Furtado Portugal, 90 ",1190.0,3,1119174.0,4,152, Buritis, Belo Horizonte ,-19.9722454,-43.9667316,0.6580603748848104
1763,Rua Matipó ,1200.0,2,1045892.0,4,180, Santo Antônio, Belo Horizonte ,-19.9473515,-43.9434703,0.0676419737160544
1764,Rua Monte Sião ,1249.0,1,336423.0,3,80, Serra, Belo Horizonte ,-19.9370317,-43.9191848,0.8043282907280802
1765,"Rua Aperê, 390 ",,5,1329198.0,3,345, São Geraldo, Belo Horizonte ,-19.8929812,-43.8983067,0.5582418793011663
1766,"Rua Alexandrita, 122 ",,--,1788800.0,--,135, Betânia, Belo Horizonte ,-19.957154,-43.9906577,0.9253340547470311
1767,Rua Zurick ,160.0,2,519217.0,3,80, Calafate, Belo Horizonte ,-19.9306061,-43.9811662,0.5381472352466854
1768,"Rua Benedito Nogueira Vilela, 53 ",150.0,2,530710.0,3,62, Heliópolis, Belo Horizonte ,-19.8418945,-43.9375621,0.31578489944828714
1769,Rua Gerson Morethzon ,,2,1006520.0,4,201, Itapoã, Belo Horizonte ,-19.8404599,-43.9555766,0.18356056498961715
1770,Rua Castelo Setúbal ,250.0,2,531457.0,2,97, Castelo, Belo Horizonte ,-19.8815384,-43.9941084,0.8101518554004472
1771,Rua Santa Rita Durão ,600.0,1,535909.0,1,45, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452,0.909099980700161
1772,"Avenida Torino, 684 ",,10,13684317.0,6,820, Bandeirantes, Belo Horizonte ,-19.8574336,-43.9861772,0.4994261213253415
1773,Rua Curitiba ,700.0,2,1424538.0,4,200, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634,0.8711487699831308
1774,Rua Senador Amaral ,,4,1821867.0,5,406, Mangabeiras, Belo Horizonte ,-19.9542506,-43.9219655,0.8303042837262816
1775,Avenida Assis Chateaubriand ,741.0,1,726051.0,3,91, Floresta, Belo Horizonte ,-19.9190834,-43.9329445,0.7105073873144611
1776,Rua Gabro ,200.0,1,395703.0,2,65, Santa Tereza, Belo Horizonte ,-19.9170465,-43.921532,0.30580117137526175
1777,Rua Edmar Colini Ferreira ,,3,496212.0,4,600, Maria Helena, Belo Horizonte ,-19.790109,-43.9896725,0.2775429669105345
1778,"Avenida Augusto de Lima, 1189 ",690.0,--,410243.0,3,87, Barro Preto, Belo Horizonte ,-19.9230616,-43.9441556,0.721242046671198
1779,"Rua Desembargador Jorge Fontana, 112 ",840.0,2,817705.0,2,60, Belvedere, Belo Horizonte ,-19.9742039,-43.9395163,0.3570076598739531
1780,"Rua Barão de Coromandel, 149 ",520.0,1,252708.0,2,55, Barreiro, Belo Horizonte ,-19.8997258,-43.968762,0.23145215924993534
1781,Rua Gonçalves Dias ,3700.0,6,11084276.0,4,506, Savassi, Belo Horizonte ,-19.9311846,-43.9376407,0.9249879950948907
1782,Rua Paracatu ,,1,883009.0,3,90, Barro Preto, Belo Horizonte ,-19.9198913,-43.9512169,0.03761484514318614
1783,"Rua dos Borges, 1050 ",,1,199066.0,2,50, Jardim Vitória, Belo Horizonte ,-19.8413359,-43.8776027,0.2785012335866133
1784,Rua Raul Seixas ,170.0,3,706776.0,3,154, Castelo, Belo Horizonte ,-19.8977179,-43.9979544,0.7796007215218794
1785,Rua Juvenal Melo Senra ,4125.0,4,4501503.0,6,438, Belvedere, Belo Horizonte ,-19.9726191,-43.9383825,0.8460597246654948
1786,Rua Hélia Ricaldoni de Freitas ,,4,1142285.0,4,360, Serrano, Belo Horizonte ,-19.8782924,-44.0104344,0.44574191545003405
1787,Rua Nunes Vieira ,600.0,4,2739176.0,3,244, Santo Antônio, Belo Horizonte ,-19.9424153,-43.945949,0.4370598865200135
1788,Rua Ipiranga ,250.0,1,350349.0,3,59, Floresta, Belo Horizonte ,-19.9131231,-43.9270576,0.301572108728559
1789,Rua Júlio Vidal ,,7,1832552.0,5,396, Mangabeiras, Belo Horizonte ,-19.9524789,-43.9248667,0.4534494714992614
1790,"Rua Sergipe, 472 ",,--,3320933.0,--,421, Funcionários, Belo Horizonte ,-19.9276923,-43.9354354,0.06977634666623689
1791,"Rua Carangola, 439 ",846.0,3,1023134.0,4,144, Santo Antônio, Belo Horizonte ,-19.9444674,-43.9428747,0.36815714245249886
1792,"Rua Aguapei, 114 ",1350.0,4,1294780.0,3,170, Serra, Belo Horizonte ,-19.9336802,-43.9221987,0.770725627638367
1793,Rua La Plata ,,2,1569914.0,3,155, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.009214986823140814
1794,"Rua Padre Odorico, 209 ",750.0,4,1666126.0,3,115, São Pedro, Belo Horizonte ,-19.9416555,-43.936475,0.10750929720905056
1795,Rua Mármore ,,3,2583020.0,5,370, Santa Tereza, Belo Horizonte ,-19.9162512,-43.9184597,0.48009098201168554
1796,"Avenida Portugal, 1333 ",,--,1503859.0,--,1200, Pampulha, Belo Horizonte ,-19.8425871,-43.9698185,0.7489018629653977
1797,Rua Dores do Indaiá ,,2,783713.0,3,172, Santa Tereza, Belo Horizonte ,-19.917043,-43.9133751,0.6623955689691202
1798,Avenida Costa do Marfim ,250.0,1,292269.0,3,82, Havaí, Belo Horizonte ,-19.9643864,-43.9672873,0.2410996677472761
1799,Rua Álvaro Martins ,150.0,2,708795.0,3,114, Dona Clara, Belo Horizonte ,-19.8599376,-43.9375786,0.5721667413288585
1800,"Rua Valparaíso, 377 ",400.0,1,554994.0,4,154, Sion, Belo Horizonte ,-19.9490878,-43.9358155,0.09987059952595057
1801,"Rua Amaro Ribeiro Coelho, 40 ",1.0,1,273560.0,3,45, Caiçaras, Belo Horizonte ,-19.8990396,-43.9767449,0.8939237396364005
1802,"Rua Oliveira, 390 ",480.0,1,407296.0,3,100, Cruzeiro, Belo Horizonte ,-19.9209465,-43.984636,0.007988943441281537
1803,"Rua Guaratinga, 137 ",600.0,3,1768912.0,3,202, Sion, Belo Horizonte ,-19.9562056,-43.933038,0.7927475297213283
1804,Rua Equador ,898.0,4,1505586.0,3,272, São Pedro, Belo Horizonte ,-19.9513379,-43.938727,0.5814289533718128
1805,"Rua Oriente, 696 ",400.0,3,1116648.0,3,110, Serra, Belo Horizonte ,-19.9441127,-43.9187317,0.18885669370994795
1806,"Rua Úrsula Paulino, 1321 ",570.0,2,680772.0,3,75, Estrela do Oriente, Belo Horizonte ,-19.9669908,-43.9920275,0.7374503574488356
1807,Rua São Miguel ,100.0,1,288926.0,3,67, Itapoã, Belo Horizonte ,-19.8431613,-43.956633,0.5570261310295631
1808,Rua Alagoas ,1.0,2,785145.0,2,52, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.3789182132056498
1809,"Rua Rio Verde, 648 ",450.0,2,1077423.0,2,94, Carmo, Belo Horizonte ,-19.9469939,-43.9311283,0.10744937483827233
1810,"Rua Líbero Leone, 620 ",840.0,3,1052667.0,4,125, Buritis, Belo Horizonte ,-19.9743233,-43.963421,0.3801788770974651
1811,Rua dos Construtores ,,2,560621.0,3,150, Alípio de Melo, Belo Horizonte ,-19.8939503,-44.0049672,0.4412375838970508
1812,"Rua Pedro João Gustin, 433 ",750.0,4,2966452.0,3,320, Buritis, Belo Horizonte ,-19.9820801,-43.9718109,0.8658082898315477
1813,Rua Norma ,,1,234599.0,2,50, Piratininga Venda Nova, Belo Horizonte ,-19.8164359,-43.9919169,0.44386871111450754
1814,"Rua Barcelona, 20 ",1000.0,5,1342667.0,4,170, Santa Lúcia, Belo Horizonte ,-19.9603895,-43.9485112,0.18889193400364424
1815,Rua Gonçalves Dias ,1.0,3,1766859.0,4,91, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.8034329829469001
1816,Rua Zenita de Souza ,190.0,1,292317.0,2,60, Dona Clara, Belo Horizonte ,-19.8561999,-43.9441762,0.6926904733071161
1817,"Rua dos Timbiras, 2500 ",240.0,--,227180.0,1,28, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.6502327574109226
1818,Rua Dias Adorno ,1768.0,2,1930264.0,4,135, Santo Agostinho, Belo Horizonte ,-19.9308006,-43.9507116,0.3544951845992116
1819,Rua General Astolfo Ferreira Mendes ,150.0,2,270127.0,3,65, São Gabriel, Belo Horizonte ,-19.8538506,-43.9182226,0.3024037707238172
1820,Rua Deputado Álvaro Sales ,700.0,2,1002879.0,4,147, Santo Antônio, Belo Horizonte ,-19.9490145,-43.9462098,0.5273433826743421
1821,"Rua Cristina, 1300 ",,2,1021424.0,3,132, Santo Antônio, Belo Horizonte ,-19.9472539,-43.9352691,0.6202970607466144
1822,Avenida Protásio de Oliveira Penna ,660.0,3,785017.0,4,115, Buritis, Belo Horizonte ,-19.9785904,-43.9686159,0.4600965919775837
1823,"Rua Antônio Aleixo, 300 ",1176.0,2,1513922.0,4,151, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711,0.4691040113123548
1824,"Rua dos Aimorés, 1205 ",1452.0,2,2104687.0,4,230, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877,0.6927072391635797
1825,Rua Araguari ,1.0,2,1393233.0,3,86, Santo Agostinho, Belo Horizonte ,-19.9304083,-43.9514156,0.9168497918487404
1826,Rua Iraí ,,2,1380914.0,2,102, Vila Paris, Belo Horizonte ,-19.9463585,-43.9507721,0.507614706838953
1827,"Avenida Dom João VI, 715 ",,--,731144.0,--,655, Cinqüentenário, Belo Horizonte ,-19.9733514,-43.9785775,0.6054661287374014
1828,Rua Epaminondas Otoni ,,3,364377.0,3,180, Vista Alegre, Belo Horizonte ,-19.9512309,-43.9996005,0.7541102053568328
1829,Rua dos Guajajaras ,750.0,--,383146.0,2,84, Centro, Belo Horizonte ,-19.9261909,-43.93638,0.973321570603748
1830,"Avenida Bias Fortes, 1619 ",800.0,--,268612.0,3,90, Lourdes, Belo Horizonte ,-19.9320955,-43.9393472,0.6788029697206728
1831,Rua Gonçalves Dias ,2150.0,3,2468966.0,4,260, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.7569788427895496
1832,"Rua Cardoso, 51 ",300.0,1,381122.0,3,80, Santa Efigênia, Belo Horizonte ,-19.9198846,-43.9119026,0.9100655137284878
1833,Rua Conde Ribeiro do Vale ,250.0,1,361511.0,3,64, Sagrada Família, Belo Horizonte ,-19.9029655,-43.9254126,0.2972091856698422
1834,Rua Dias Adorno ,1800.0,3,2234649.0,4,132, Santo Agostinho, Belo Horizonte ,-19.9308006,-43.9507116,0.8864310439934393
1835,Rua dos Timbiras ,,1,928.0,--,40, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.5951725186613607
1836,Rua Felipe dos Santos ,700.0,1,2617137.0,4,500, Lourdes, Belo Horizonte ,-19.9342841,-43.9462997,0.3788571859436718
1837,Rua Cruz Alta ,380.0,2,475999.0,2,104, João Pinheiro, Belo Horizonte ,-19.9284166,-43.9995921,0.9298031103993012
1838,"Rua Joaquim Murtinho, 118 ",2500.0,3,1722532.0,5,250, Santo Antônio, Belo Horizonte ,-19.9383652,-43.9458382,0.4835437841240856
1839,"Rua Washington, 270 ",350.0,--,413693.0,3,95, Sion, Belo Horizonte ,-19.9519089,-43.9352001,0.49147495884205283
1840,"Rua Ouro Preto, 0 ",3350.0,4,5300377.0,4,367, Santo Agostinho, Belo Horizonte ,-19.9190479,-43.949625,0.27739796551993534
1841,Rua Moura Costa ,50.0,1,298573.0,2,65, Planalto, Belo Horizonte ,-19.8296185,-43.9564773,0.9908811514732214
1842,Rua Paracatu ,2000.0,4,2917703.0,4,178, Santo Agostinho, Belo Horizonte ,-19.9198913,-43.9512169,0.010198370152584402
1843,"Rua Curitiba, 2255 ",630.0,1,1000119.0,2,75, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634,0.7661077900517468
1844,Rua Luiz Zuddio ,600.0,2,403747.0,3,101, Palmares, Belo Horizonte ,-19.8681167,-43.9307159,0.8766710202163567
1845,Rua Alvarenga Peixoto ,850.0,2,2291314.0,3,101, Lourdes, Belo Horizonte ,-19.929576,-43.9494157,0.17714360244858118
1846,Rua Júlio Soares Santana ,300.0,1,768679.0,2,120, Ouro Preto, Belo Horizonte ,-19.8795393,-43.9825045,0.8258252940539573
1847,"Rua Abre Campo, 65 ",550.0,1,637707.0,4,130, Santo Antônio, Belo Horizonte ,-19.9469951,-43.9437344,0.5946645876675039
1848,"Rua Antônio Aleixo, 744 ",750.0,1,539792.0,1,47, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711,0.016156302388316668
1849,Rua Fernandes Tourinho ,1320.0,4,2939326.0,4,140, Savassi, Belo Horizonte ,-19.9393917,-43.9358894,0.7573034208162566
1850,"Rua Homero de Oliveira, 30 ",,4,878036.0,3,142, Santa Amélia, Belo Horizonte ,-19.8401581,-43.9797354,0.7227818231392821
1851,"Avenida Raja Gabaglia, 4000 ",,--,179396.0,--,25, Estoril, Belo Horizonte ,-19.9364152,-43.9533964,0.9597000997531905
1852,Rua Juiz de Fora ,1.0,1,745300.0,1,55, Santo Agostinho, Belo Horizonte ,-19.9313913,-43.9557993,0.9247961743970825
1853,Rua Conselheiro Lafaiete ,350.0,1,337773.0,2,58, Sagrada Família, Belo Horizonte ,-19.9114276,-43.925375,0.6473571196140797
1854,Rua Corcovado ,1.0,2,519190.0,2,360, Jardim América, Belo Horizonte ,-19.9482608,-43.9730704,0.5375552382685679
1855,Rua José Hemetério Andrade ,935.0,4,1732202.0,3,306, Buritis, Belo Horizonte ,-19.9786425,-43.9631117,0.5480128433063068
1856,Rua Ludgero Dolabela ,600.0,2,943000.0,3,105, Gutierrez, Belo Horizonte ,-19.9338731,-43.9606057,0.9367046449038332
1857,Rua Conselheiro Joaquim Caetano ,350.0,1,388424.0,2,65, Nova Granada, Belo Horizonte ,-19.9491109,-43.9691461,0.09783175959653156
1858,"Avenida Afonso Pena, 111 ",,3,1301359.0,4,120, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512,0.3161642064583191
1859,"Rua Ferrara, 801 ",,6,3820509.0,4,707, Bandeirantes, Belo Horizonte ,-19.8579009,-43.992514,0.23678994060825942
1860,Rua Professor Baroni ,,3,1000271.0,4,350, Gutierrez, Belo Horizonte ,-19.9430178,-43.9567038,0.7678895696428553
1861,Avenida Vilarinho ,,1,235802.0,2,46, Venda Nova, Belo Horizonte ,-19.8196297,-43.9521259,0.2823731528277914
1862,Rua das Clarissas ,,7,1000732.0,4,338, Planalto, Belo Horizonte ,-19.839381,-43.9415232,0.515901949939217
1863,Rua Coronel João Câmara ,,2,747117.0,3,110, Sinimbu, Belo Horizonte ,-19.8212326,-43.9790946,0.1510058454663762
1864,Rua Mar de Espanha ,1300.0,2,657076.0,3,98, Santo Antônio, Belo Horizonte ,-19.945938,-43.9437624,0.9468327741994185
1865,Rua da Bahia ,1700.0,3,1624820.0,4,168, Lourdes, Belo Horizonte ,-19.9151776,-43.9347647,0.6058540269524406
1866,Rua Caraça ,,1,287090.0,3,80, Serra, Belo Horizonte ,-19.9430505,-43.9141262,0.48361323206857365
1867,Rua Alagoas ,500.0,1,393055.0,1,40, Savassi, Sabará ,-19.9314695,-43.9350021,0.5604516640755922
1868,"Rua Tomé de Souza, 950 ",650.0,2,1491481.0,2,72, Savassi, Belo Horizonte ,-19.9388244,-43.9274451,0.04800579875567834
1869,"Rua Zurick, 874 ",448.0,1,395653.0,2,51, Nova Suíssa, Belo Horizonte ,-19.9306061,-43.9811662,0.9894879631265169
1870,Avenida do Contorno ,440.0,1,632250.0,4,140, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796,0.49545367517979977
1871,"Rua Francisco Duarte Mendonça, 2239 ",450.0,2,522440.0,3,75, Santa Helena, Belo Horizonte ,-19.9905076,-44.0137048,0.7402230434449817
1872,"Rua Maria Fortunata Rothéia, 2640 ",,--,275186.0,--,28, Castelo, Belo Horizonte ,-19.8871877,-43.9908263,0.9128045990234509
1873,Rua Henrique Sales ,1200.0,2,687525.0,4,140, Luxemburgo, Belo Horizonte ,-19.9436744,-43.9549034,0.8538863794356203
1874,"Rua Herculano de Freitas, 200 ",1000.0,4,2747462.0,4,181, Gutierrez, Belo Horizonte ,-19.9345736,-43.9538859,0.5439565045897145
1875,Rua dos Timbiras ,1050.0,1,674811.0,4,130, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.24684808438497996
1876,"Rua Pilar, 155 ",,2,678091.0,3,110, Grajaú, Belo Horizonte ,-19.9376055,-43.9672727,0.3015089162783148
1877,Rua Desembargador José Burnier ,500.0,2,582802.0,2,130, Castelo, Belo Horizonte ,-19.8905883,-43.9979285,0.6560414088967341
1878,Rua Conde de Monte Cristo ,450.0,--,254468.0,2,68, Ipiranga, Belo Horizonte ,-19.8787848,-43.9312996,0.06381787065601485
1879,"Rua Jornalista Juracy Manoel, 60 ",,4,1642228.0,5,361, Silveira, Belo Horizonte ,-19.8915117,-43.9317833,0.32570866500651185
1880,"Rua Frei Orlando, 148 ",,3,551895.0,3,400, Caiçaras, Belo Horizonte ,-19.9044609,-43.9586707,0.28620065009304185
1881,"Avenida dos Bandeirantes, 421 ",1500.0,2,974308.0,4,145, Sion, Belo Horizonte ,-19.9572301,-43.9319731,0.07168246062727346
1882,Rua Marechal Jofre ,289.0,2,408638.0,2,73, Nova Granada, Belo Horizonte ,-19.9417098,-43.9666024,0.38267944278216215
1883,Rua Apatita ,,4,5316073.0,--,430, Candelaria, Belo Horizonte ,-19.8102701,-43.9705975,0.5566802015821845
1884,Rua Espírito Santo ,1.0,3,2311961.0,4,260, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768,0.6178961898970768
1885,Rua Professor Estevão Pinto ,1600.0,3,1616240.0,4,220, Serra, Belo Horizonte ,-19.9354541,-43.9252254,0.9721446368127054
1886,"Rua Benedito Nogueira Vilela, 53 ",150.0,2,408929.0,3,62, Heliópolis, Belo Horizonte ,-19.8418945,-43.9375621,0.20353467516988388
1887,Rua Panamá ,650.0,2,1124804.0,4,163, Sion, Belo Horizonte ,-19.9550843,-43.9398499,0.8525171615465591
1888,"Rua Helianto, 305 ",,2,1260786.0,3,249, Nova Suíssa, Belo Horizonte ,-19.9313486,-43.9720668,0.4616901605151742
1889,Rua dos Zapotecas ,1.0,1,301762.0,3,85, Santa Mônica, Belo Horizonte ,-19.8297784,-43.9768455,0.21793307556946573
1890,Rua Newton da Costa Silveira ,90.0,2,357130.0,3,92, Rio Branco, Belo Horizonte ,-19.8185108,-43.980405,0.9842120607177307
1891,Rua Antônio de Albuquerque ,1.0,2,1967320.0,3,107, Lourdes, Belo Horizonte ,-19.936584,-43.9421163,0.8620432568347738
1892,"Rua Professora Bartira Mourão, 587 ",700.0,2,643297.0,3,75, Buritis, Belo Horizonte ,-19.9691439,-43.9679544,0.6963051831375363
1893,"Rua Cônsul Walter, 483 ",330.0,2,706339.0,3,89, Buritis, Belo Horizonte ,-19.9745736,-43.9696865,0.7723137063121397
1894,"Rua São Domingos do Prata, 570 ",850.0,3,2448912.0,4,143, Savassi, Belo Horizonte ,-19.9450923,-43.9374086,0.6497872716852454
1895,Rua Castelo de Sintra ,450.0,2,584337.0,3,90, Castelo, Belo Horizonte ,-19.8824004,-44.0048028,0.9252497270416256
1896,Rua Santa Rita Durão ,,--,463021.0,--,87, Savassi, Belo Horizonte ,-19.9344756,-43.9346452,0.5755330562198265
1897,"Rua Itaúna, 242 ",,1,1044146.0,2,240, Colégio Batista, Belo Horizonte ,-19.9067446,-43.9329186,0.3494077607485456
1898,Rua São Paulo ,400.0,--,380736.0,2,90, Centro, Belo Horizonte ,-19.914782,-43.9388011,0.8980006477170582
1899,Rua Paracatu ,1800.0,3,1667649.0,4,200, Santo Agostinho, Belo Horizonte ,-19.9198913,-43.9512169,0.9117770820394405
1900,Rua dos Goitacazes ,,--,535948.0,3,158, Centro, Belo Horizonte ,-19.9222332,-43.9417274,0.1655739645501051
1901,Avenida Artur Bernardes ,820.0,1,2030.0,2,84, Vila Paris, Belo Horizonte ,-19.9545898,-43.9465102,0.2774426681111183
1902,"Rua dos Tupis, 447 ",415.0,1,553540.0,3,100, Centro, Belo Horizonte ,-19.9205221,-43.9435645,0.7774490638967204
1903,Rua Feliciano Ribeiro ,,2,532309.0,3,85, Rio Branco, Belo Horizonte ,-19.8146891,-43.9780826,0.8290988279937295
1904,Rua Capitão Bragança ,,3,1245567.0,5,500, Santa Tereza, Belo Horizonte ,-19.9106807,-43.9132442,0.32333385269447545
1905,Rua José Ribeiro Filho ,170.0,1,206267.0,2,47, Ouro Preto, Belo Horizonte ,-19.8746606,-43.9916387,0.9229516009114866
1906,"Rua Felipe de Melo, 76 ",,1,1178048.0,2,137, União, Belo Horizonte ,-19.8785756,-43.9274564,0.7804834596847778
1907,"Rua Jacuí, 10 ",400.0,1,235969.0,2,65, Floresta, Belo Horizonte ,-19.8777593,-43.9290751,0.23659983290573616
1908,Rua Tomaz Gonzaga ,2700.0,4,5426957.0,4,393, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068,0.3061610278263134
1909,"Rua Engenheiro Alberto Pontes, 122 ",900.0,4,1076258.0,4,129, Buritis, Belo Horizonte ,-19.9689271,-43.9668895,0.33022177183731727
1910,Avenida Petrolina ,652.0,1,294117.0,2,53, Sagrada Família, Belo Horizonte ,-19.9035563,-43.9192199,0.09874396513447903
1911,"Rua Adauto Lúcio Cardoso, 46 ",,4,3755857.0,4,387, Belvedere, Belo Horizonte ,-18.763547,-44.4244838,0.7370543876203539
1912,"Rua Augusto Clementino, 141 ",,1,489293.0,2,90, Santa Amélia, Belo Horizonte ,-19.8341265,-43.981495,0.7902001348281383
1913,Rua Desembargador Jorge Fontana ,780.0,2,4617.0,3,75, Belvedere, Belo Horizonte ,-19.9742039,-43.9395163,0.8383797315542822
1914,Rua Xingu ,6200.0,5,6417656.0,4,350, Santa Lúcia, Belo Horizonte ,-19.9729011,-43.9504096,0.6684646549315443
1915,Rua Corinto ,400.0,2,415841.0,3,90, Serra, Belo Horizonte ,-19.9396021,-43.914634,0.23894510346630204
1916,Rua Radialista Décio Silveira ,1.0,2,356430.0,3,60, Céu Azul, Belo Horizonte ,-19.8211007,-43.9977048,0.4977362504277004
1917,"Avenida Raja Gabaglia, 4000 ",,1,218299.0,--,30, Estoril, Belo Horizonte ,-19.9364152,-43.9533964,0.4893965279695609
1918,Rua Antônio de Albuquerque ,1090.0,2,1066468.0,2,72, Savassi, Belo Horizonte ,-19.936584,-43.9421163,0.5920449919194759
1919,"Avenida Raja Gabaglia, 2000 ",,--,271375.0,--,32, Estoril, Belo Horizonte ,-19.9364152,-43.9533964,0.2697466281284211
1920,"Rua Minas Novas, 39 ",920.0,2,807954.0,3,84, Cruzeiro, Belo Horizonte ,-19.9404018,-43.9274465,0.3796401001171268
1921,Rua Sena Madureira ,,3,1118038.0,3,160, Ouro Preto, Belo Horizonte ,-19.8740387,-43.9878369,0.5858825884765322
1922,Rua Bernardo Guimarães ,1350.0,2,1476942.0,3,93, Funcionários, Belo Horizonte ,-19.927333,-43.9477878,0.11577684377433128
1923,"Rua Paracatu, 1423 ",1500.0,2,1314654.0,4,163, Santo Agostinho, Belo Horizonte ,-19.9198913,-43.9512169,0.4317766915072425
1924,"Rua Ana Hilbert, 80 ",180.0,1,245348.0,3,68, Santa Helena, Belo Horizonte ,-19.9826517,-44.0100916,0.20311776823484873
1925,Avenida Afonso Pena ,,1,681848.0,--,66, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512,0.7559960892841612
1926,Rua Doutor Teles ,,4,2916905.0,4,284, Liberdade, Belo Horizonte ,-19.8608164,-43.9540903,0.3498231346554206
1927,Rua dos Timbiras ,549.0,1,633429.0,3,70, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.9514842269338543
1928,"Rua Frutal, 245 ",350.0,1,331433.0,2,93, Santa Efigênia, Belo Horizonte ,-19.9196841,-43.9127335,0.8368957790749247
1929,"Rua Oswaldo Ferraz, 249 ",240.0,2,533246.0,3,74, Sagrada Família, Belo Horizonte ,-19.9007311,-43.9290741,0.20263839369786618
1930,"Rua Dias Adorno, 350 ",1400.0,2,1764768.0,4,140, Santo Agostinho, Belo Horizonte ,-19.9308006,-43.9507116,0.029801327314159964
1931,Rua Antônio de Albuquerque ,,2,1730710.0,2,78, Savassi, Belo Horizonte ,-19.936584,-43.9421163,0.834724171375545
1932,Rua La Plata ,500.0,2,1607407.0,4,138, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.5640810260972423
1933,"Rua dos Apaches, 7 ",,--,446979.0,--,237, Santa Mônica, Belo Horizonte ,-19.830563,-43.9802216,0.42695263829078
1934,"Rua Rio de Janeiro, 1302 ",650.0,1,823383.0,2,75, Lourdes, Belo Horizonte ,-19.9150685,-43.9375314,0.84723916028554
1935,"Rua Maranhão, 1737 ",1600.0,3,1781417.0,4,154, Funcionários, Belo Horizonte ,-19.9265829,-43.9240941,0.1338577086140209
1936,"Rua dos Guajajaras, 329 ",520.0,--,401325.0,3,110, Centro, Belo Horizonte ,-19.9261909,-43.93638,0.6325982070451687
1937,Rua Alsácia ,,2,484179.0,2,52, Coração Eucarístico, Belo Horizonte ,-19.9177044,-43.9873145,0.6669758753390995
1938,Avenida Flávio dos Santos ,250.0,1,478120.0,2,75, Floresta, Belo Horizonte ,-19.9143766,-43.9255042,0.2234808712325883
1939,Avenida dos Bandeirantes ,1200.0,3,2357727.0,4,150, Sion, Belo Horizonte ,-19.9572301,-43.9319731,0.8478764270736819
1940,"Rua Professora Bartira Mourão, 587 ",700.0,2,679598.0,3,85, Buritis, Belo Horizonte ,-19.9691439,-43.9679544,0.32663811461512937
1941,Rua Ubá ,480.0,2,635153.0,3,93, Colégio Batista, Belo Horizonte ,-19.9102519,-43.9356369,0.9840200859410221
1942,"Rua Maria Beatriz, 0 ",,1,305048.0,2,55, Havaí, Belo Horizonte ,-19.9553147,-43.9778678,0.7325969110343272
1943,Rua Newton Pinto de Souza ,,2,396080.0,3,59, Santa Mônica, Belo Horizonte ,-19.8245133,-43.9758532,0.4805740055804528
1944,Rua Gonçalves Dias ,,--,831272.0,--,140, Funcionários, Belo Horizonte ,-19.9311846,-43.9376407,0.08362503689292788
1945,"Rua José Amaury Ferrara, 112 ",500.0,2,712909.0,3,98, Buritis, Belo Horizonte ,-19.9767036,-43.9682334,0.8818170598127907
1946,Avenida Senador José Augusto ,540.0,2,812509.0,3,132, Buritis, Belo Horizonte ,-19.9812868,-43.978411,0.1302535898751891
1947,Rua Santa Catarina ,1400.0,3,2901571.0,3,240, Lourdes, Belo Horizonte ,-19.9232479,-43.9438549,0.6998816095383524
1948,Rua Desembargador Alfredo de Albuquerque ,1750.0,2,1232109.0,3,160, Santo Antônio, Belo Horizonte ,-19.9413105,-43.9413073,0.2009947782749394
1949,Rua Fernando Ferrari ,220.0,2,776194.0,3,130, Planalto, Belo Horizonte ,-19.8290819,-43.9603694,0.24918827493430162
1950,"Rua Professor Tancredo Martins, 71 ",220.0,1,269106.0,2,50, São Lucas, Belo Horizonte ,-19.9293276,-43.9168398,0.70027876289807
1951,"Rua Planetóides, 86 ",,4,2576503.0,4,202, Santa Lúcia, Belo Horizonte ,-19.9659632,-43.9446008,0.15852237295887217
